LOEPENR	PARADIGME_ID	BOY_NUMMER	BOY_GRUPPE	BOY_UTTRYKK
3871	528	5	adjektiv	-
3872	528	1	adjektiv	++
3873	529	1	adjektiv	i+
3874	529	2	adjektiv	i+e
3875	529	6	adjektiv	-
3876	529	5	adjektiv	-
3877	529	4	adjektiv	++
3878	529	3	adjektiv	i+e
3879	529	7	adjektiv	-
3880	530	1	adjektiv	et
3881	530	2	adjektiv	ne
3882	530	3	adjektiv	ne
3883	530	4	adjektiv	et
3884	530	5	adjektiv	nere
3885	530	6	adjektiv	nest
3886	530	7	adjektiv	neste
3887	531	3	adjektiv	ne
3888	531	2	adjektiv	ne
3889	531	1	adjektiv	et
3890	531	4	adjektiv	et
3891	531	5	adjektiv	-
3892	531	6	adjektiv	-
3893	531	7	adjektiv	-
3894	532	1	adjektiv	++et
3895	532	2	adjektiv	+ne
3896	532	3	adjektiv	+ne
3897	532	4	adjektiv	++et
3898	532	5	adjektiv	+nere
3899	532	6	adjektiv	+nest
3900	532	7	adjektiv	+neste
3901	533	3	adjektiv	+ne
3902	533	2	adjektiv	+ne
3903	533	1	adjektiv	++et
3904	533	4	adjektiv	++et
3905	533	7	adjektiv	-
3906	533	6	adjektiv	-
3907	533	5	adjektiv	-
3908	534	1	adjektiv	et
3909	534	2	adjektiv	ede
3910	534	3	adjektiv	ede
3911	534	4	adjektiv	et
3912	534	5	adjektiv	etere
3913	534	6	adjektiv	etest
3914	534	7	adjektiv	eteste
3915	535	1	adjektiv	et
3916	535	2	adjektiv	ede
3917	535	3	adjektiv	ede
3918	535	6	adjektiv	-
3919	535	5	adjektiv	-
3920	535	4	adjektiv	et
3921	535	7	adjektiv	-
3922	540	1	adjektiv	en
3923	540	2	adjektiv	ne
3924	540	3	adjektiv	ne
3925	540	4	adjektiv	et
3926	540	5	adjektiv	nere
3927	540	6	adjektiv	nest
3928	540	7	adjektiv	neste
3929	541	7	adjektiv	-
3930	541	1	adjektiv	en
3931	541	5	adjektiv	-
3932	541	4	adjektiv	et
3933	541	3	adjektiv	ne
3934	541	2	adjektiv	ne
3935	541	6	adjektiv	-
3936	542	1	adjektiv	en
3937	542	2	adjektiv	te
3938	542	3	adjektiv	te
3939	542	4	adjektiv	et
3940	542	5	adjektiv	nere
3941	542	6	adjektiv	nest
3942	542	7	adjektiv	neste
3943	543	1	adjektiv	en
3944	543	2	adjektiv	te
3945	543	3	adjektiv	te
3946	543	4	adjektiv	et
3947	543	5	adjektiv	-
3948	543	7	adjektiv	-
3949	543	6	adjektiv	-
3950	544	1	adjektiv	en
3951	544	2	adjektiv	ne
3952	544	3	adjektiv	ne
3953	544	4	adjektiv	ent
3954	544	5	adjektiv	nere
3955	544	6	adjektiv	nest
3956	544	7	adjektiv	neste
3957	545	7	adjektiv	-
3958	545	6	adjektiv	-
3959	545	5	adjektiv	-
3960	545	2	adjektiv	ne
3961	545	3	adjektiv	ne
3962	545	4	adjektiv	ent
3963	545	1	adjektiv	en
3964	546	1	adjektiv	++en
3965	546	2	adjektiv	+ne
3966	546	3	adjektiv	+ne
3967	546	4	adjektiv	++et
3968	546	5	adjektiv	+nere
3969	546	6	adjektiv	+nest
3970	546	7	adjektiv	+neste
3971	547	6	adjektiv	-
3972	547	1	adjektiv	++en
3973	547	2	adjektiv	+ne
3974	547	3	adjektiv	+ne
3975	547	4	adjektiv	++et
3976	547	5	adjektiv	-
3977	547	7	adjektiv	-
3978	548	1	adjektiv	en
3979	548	2	adjektiv	ne
3980	548	3	adjektiv	ne
3981	548	4	adjektiv	en
3982	548	5	adjektiv	nere
3983	548	6	adjektiv	nest
3984	548	7	adjektiv	neste
3985	549	7	adjektiv	-
3986	549	6	adjektiv	-
3987	549	1	adjektiv	en
3988	549	2	adjektiv	ne
3989	549	3	adjektiv	ne
3990	549	4	adjektiv	en
3991	549	5	adjektiv	-
3992	560	1	adjektiv	e%
3993	560	2	adjektiv	%e
3994	560	3	adjektiv	%e
3995	560	4	adjektiv	e%t
3996	560	5	adjektiv	%ere
3997	560	6	adjektiv	%est
3998	560	7	adjektiv	%este
3999	561	6	adjektiv	-
4000	561	5	adjektiv	-
4001	561	4	adjektiv	e%t
4002	561	3	adjektiv	%e
4003	561	2	adjektiv	%e
4004	561	1	adjektiv	e%
4005	561	7	adjektiv	-
4006	562	1	adjektiv	++e%
4007	562	2	adjektiv	+%e
4008	562	3	adjektiv	+%e
4009	562	4	adjektiv	++e%t
4010	562	5	adjektiv	+%ere
4011	562	6	adjektiv	+%est
4012	562	7	adjektiv	+%este
4013	563	6	adjektiv	-
4014	563	5	adjektiv	-
4015	563	4	adjektiv	++e%t
4016	563	3	adjektiv	+%e
4017	563	2	adjektiv	+%e
4018	563	1	adjektiv	++e%
4019	563	7	adjektiv	-
4020	570	1	adjektiv	+
4021	570	2	adjektiv	++e
4022	570	3	adjektiv	++e
4023	570	4	adjektiv	+t
4024	570	5	adjektiv	++ere
4025	570	6	adjektiv	++est
4026	570	7	adjektiv	++este
4027	571	3	adjektiv	++e
4028	571	2	adjektiv	++e
4029	571	1	adjektiv	+
4030	571	4	adjektiv	+t
4031	571	5	adjektiv	-
4032	571	6	adjektiv	-
4033	571	7	adjektiv	-
4034	572	1	adjektiv	+
4035	572	2	adjektiv	++e
4036	572	3	adjektiv	++e
4037	572	4	adjektiv	+
4038	572	5	adjektiv	++ere
4039	572	6	adjektiv	++est
4040	572	7	adjektiv	++este
4041	573	3	adjektiv	++e
4042	573	2	adjektiv	++e
4043	573	1	adjektiv	+
4044	573	4	adjektiv	+
4045	573	7	adjektiv	-
4046	573	6	adjektiv	-
4047	573	5	adjektiv	-
4048	574	1	adjektiv	+
4049	574	2	adjektiv	++e
4050	574	3	adjektiv	++e
4051	574	4	adjektiv	+t
4052	574	5	adjektiv	++ere
4053	574	6	adjektiv	+st
4054	574	7	adjektiv	+ste
4055	575	1	adjektiv	is
4056	575	2	adjektiv	se
4057	575	3	adjektiv	se
4058	575	4	adjektiv	ist
4059	575	5	adjektiv	isere
4060	575	6	adjektiv	isest
4061	575	7	adjektiv	iseste
4062	576	1	adjektiv	is
4063	576	2	adjektiv	se
4064	576	3	adjektiv	se
4065	576	6	adjektiv	-
4066	576	5	adjektiv	-
4067	576	4	adjektiv	ist
4068	576	7	adjektiv	-
4069	600	1	adjektiv	lang
4070	600	2	adjektiv	lange
4071	600	3	adjektiv	lange
4072	600	4	adjektiv	langt
4073	600	5	adjektiv	lengre
4074	600	6	adjektiv	lengst
4075	600	7	adjektiv	lengste
4076	601	5	adjektiv	lenger
4077	601	6	adjektiv	lengst
4078	601	7	adjektiv	lengste
4079	601	3	adjektiv	lange
4080	601	2	adjektiv	lange
4081	601	1	adjektiv	lang
4082	601	4	adjektiv	langt
4083	602	1	adjektiv	stor
4084	602	2	adjektiv	store
4085	602	3	adjektiv	store
4086	602	4	adjektiv	stort
4087	602	5	adjektiv	større
4088	602	6	adjektiv	størst
4089	602	7	adjektiv	største
4090	604	1	adjektiv	god
4091	604	2	adjektiv	gode
4092	604	3	adjektiv	gode
4093	604	4	adjektiv	godt
4094	604	5	adjektiv	bedre
4095	604	6	adjektiv	best
4096	604	7	adjektiv	beste
4097	605	1	adjektiv	ond
4098	605	2	adjektiv	onde
4099	605	3	adjektiv	onde
4100	605	5	adjektiv	verre
4101	605	6	adjektiv	verst
4102	605	7	adjektiv	verste
4103	605	4	adjektiv	ondt
4104	606	1	adjektiv	ond
4105	606	2	adjektiv	onde
4106	606	3	adjektiv	onde
4107	606	4	adjektiv	ondt
4108	606	5	adjektiv	erre
4109	606	6	adjektiv	erst
4110	606	7	adjektiv	erste
4111	607	1	adjektiv	ille
4112	607	2	adjektiv	ille
4113	607	3	adjektiv	ille
4114	607	4	adjektiv	ille
4115	607	5	adjektiv	verre
4116	607	6	adjektiv	verst
4117	607	7	adjektiv	verste
4118	608	1	adjektiv	grov
4119	608	2	adjektiv	grove
4120	608	3	adjektiv	grove
4121	608	4	adjektiv	grovt
4122	608	5	adjektiv	grovere
4123	608	6	adjektiv	grøvst
4124	608	7	adjektiv	grøvste
4125	610	1	adjektiv	-
4126	610	2	adjektiv	mange
4127	610	3	adjektiv	-
4128	610	4	adjektiv	-
4129	610	5	adjektiv	flere
4130	610	6	adjektiv	flest
4131	610	7	adjektiv	fleste
4132	611	7	adjektiv	fleste
4133	611	6	adjektiv	flest
4134	611	4	adjektiv	-
4135	611	5	adjektiv	fler
4136	611	3	adjektiv	-
4137	611	2	adjektiv	mange
4138	611	1	adjektiv	-
4139	612	1	adjektiv	u+%
4140	612	2	adjektiv	u+%e
4141	612	3	adjektiv	u+%e
4142	612	4	adjektiv	u+%t
4143	612	5	adjektiv	y+%re
4144	612	6	adjektiv	y+%st
4145	612	7	adjektiv	y+%ste
4146	620	1	adjektiv	gammel
4147	620	2	adjektiv	gamle
4148	620	3	adjektiv	gamle
4149	620	4	adjektiv	gammelt
4150	620	5	adjektiv	eldre
4151	620	6	adjektiv	eldst
4152	620	7	adjektiv	eldste
4153	621	1	adjektiv	gammal
4154	621	2	adjektiv	gamle
4155	621	3	adjektiv	gamle
4156	621	4	adjektiv	gammalt
4157	621	5	adjektiv	eldre
4158	621	6	adjektiv	eldst
4159	621	7	adjektiv	eldste
4160	622	1	adjektiv	
4161	622	2	adjektiv	e
4162	622	3	adjektiv	e
4163	622	4	adjektiv	t
4164	622	5	adjektiv	mere
4165	622	6	adjektiv	mest
4166	622	7	adjektiv	meste
4167	623	6	adjektiv	-
4168	623	5	adjektiv	-
4169	623	4	adjektiv	gammalt
4170	623	3	adjektiv	gamle
4171	623	2	adjektiv	gamle
4172	623	1	adjektiv	gammal
4173	623	7	adjektiv	-
4174	624	1	adjektiv	gammel
4175	624	2	adjektiv	gamle
4176	624	3	adjektiv	gamle
4177	624	4	adjektiv	gammelt
4178	624	5	adjektiv	-
4179	624	6	adjektiv	-
4180	624	7	adjektiv	-
4181	630	1	adjektiv	mye
4182	630	2	adjektiv	mye
4183	630	3	adjektiv	mye
4184	630	4	adjektiv	mye
4185	630	5	adjektiv	mer
4186	630	6	adjektiv	mest
4187	630	7	adjektiv	meste
4188	631	1	adjektiv	-
4189	631	2	adjektiv	-
4190	631	3	adjektiv	-
4191	631	4	adjektiv	-
4192	631	7	adjektiv	este
4193	631	6	adjektiv	est
4194	631	5	adjektiv	er
4195	632	1	adjektiv	-
4196	632	2	adjektiv	få
4197	632	3	adjektiv	-
4198	632	4	adjektiv	-
4199	632	5	adjektiv	færre
4200	632	6	adjektiv	færrest
4201	632	7	adjektiv	færreste
4202	633	6	adjektiv	-
4203	633	2	adjektiv	andre
4204	633	1	adjektiv	annen
4205	633	7	adjektiv	-
4206	633	3	adjektiv	annen
4207	633	5	adjektiv	-
4208	633	4	adjektiv	annet
4209	640	2	adjektiv, adverbtype	lengre
4210	640	3	adjektiv, adverbtype	lengst
4211	640	1	adjektiv, adverbtype	lenge
4212	641	2	adjektiv, adverbtype	ere
4213	641	3	adjektiv, adverbtype	est
4214	641	1	adjektiv, adverbtype	
4215	642	2	adjektiv, adverbtype	lenger
4216	642	3	adjektiv, adverbtype	lengst
4217	642	1	adjektiv, adverbtype	lenge
4218	643	2	adjektiv, adverbtype	re
4219	643	3	adjektiv, adverbtype	st
4220	643	1	adjektiv, adverbtype	
4221	644	3	adjektiv, adverbtype	helst
4222	644	2	adjektiv, adverbtype	heller
4223	644	1	adjektiv, adverbtype	gjerne
4224	645	3	adjektiv, adverbtype	tiest
4225	645	1	adjektiv, adverbtype	titt
4226	645	2	adjektiv, adverbtype	tiere
4227	646	2	adjektiv, adverbtype	mere
4228	646	1	adjektiv, adverbtype	
4229	646	3	adjektiv, adverbtype	mest
4230	647	2	adjektiv, adverbtype	lenger
4231	647	1	adjektiv, adverbtype	langt
4232	647	3	adjektiv, adverbtype	lengst
4233	648	1	adjektiv, adverbtype	
4234	648	2	adjektiv, adverbtype	ere
4235	648	3	adjektiv, adverbtype	st
4236	649	1	adjektiv, adverbtype	t
4237	649	2	adjektiv, adverbtype	ere
4238	649	3	adjektiv, adverbtype	est
4239	650	1	adjektiv	-
4240	650	2	adjektiv	-
4241	650	3	adjektiv	-
4242	650	4	adjektiv	-
4243	650	5	adjektiv	re
4244	650	6	adjektiv	erst
4245	650	7	adjektiv	erste
4246	652	1	adjektiv	-
4247	652	2	adjektiv	-
4248	652	3	adjektiv	-
4249	652	4	adjektiv	-
4250	652	5	adjektiv	re
4251	652	6	adjektiv	st
4252	652	7	adjektiv	ste
4253	654	1	adjektiv	-
4254	654	2	adjektiv	-
4255	654	3	adjektiv	-
4256	654	4	adjektiv	-
4257	654	5	adjektiv	re
4258	654	6	adjektiv	terst
4259	654	7	adjektiv	terste
4260	655	1	adjektiv	-
4261	655	2	adjektiv	-
4262	655	3	adjektiv	-
4263	655	7	adjektiv	este
4264	655	5	adjektiv	ere
4265	655	6	adjektiv	est
4266	655	4	adjektiv	-
4267	656	1	adjektiv	-
4268	656	2	adjektiv	-
4269	656	3	adjektiv	-
4270	656	4	adjektiv	-
4271	656	5	adjektiv	dre
4272	656	6	adjektiv	st
4273	656	7	adjektiv	ste
4274	657	1	adjektiv	-
4275	657	2	adjektiv	-
4276	657	3	adjektiv	-
4277	657	4	adjektiv	-
4278	657	5	adjektiv	dre
4279	657	6	adjektiv	nerst
4280	657	7	adjektiv	nerste
4281	664	1	adjektiv	tus
4282	664	2	adjektiv	ti
4283	664	3	adjektiv	-
4284	664	4	adjektiv	-
4285	664	5	adjektiv	-
4286	664	6	adjektiv	-
4287	664	7	adjektiv	-
4288	665	1	adjektiv, ulik m/f	liten
4289	665	2	adjektiv, ulik m/f	lita
4290	665	3	adjektiv, ulik m/f	lite
4291	665	4	adjektiv, ulik m/f	lille
4292	665	5	adjektiv, ulik m/f	små
4293	665	6	adjektiv, ulik m/f	mindre
4294	665	7	adjektiv, ulik m/f	minst
4295	665	8	adjektiv, ulik m/f	minste
4296	665A	7	adjektiv, ulik m/f	minst
4297	665A	6	adjektiv, ulik m/f	mindre
4298	665A	5	adjektiv, ulik m/f	små
4299	665A	4	adjektiv, ulik m/f	lille
4300	665A	3	adjektiv, ulik m/f	lite
4301	665A	2	adjektiv, ulik m/f	liten
4302	665A	1	adjektiv, ulik m/f	liten
4303	665A	8	adjektiv, ulik m/f	minste
4304	666	1	adjektiv, ulik m/f	liten
4305	666	2	adjektiv, ulik m/f	lita
4306	666	3	adjektiv, ulik m/f	smått
4307	666	4	adjektiv, ulik m/f	lille
4308	666	5	adjektiv, ulik m/f	små
4309	666	6	adjektiv, ulik m/f	mindre
4310	666	7	adjektiv, ulik m/f	minst
4311	666	8	adjektiv, ulik m/f	minste
4312	666A	8	adjektiv, ulik m/f	minste
4313	666A	1	adjektiv, ulik m/f	liten
4314	666A	2	adjektiv, ulik m/f	liten
4315	666A	3	adjektiv, ulik m/f	smått
4316	666A	4	adjektiv, ulik m/f	lille
4317	666A	5	adjektiv, ulik m/f	små
4318	666A	7	adjektiv, ulik m/f	minst
4319	666A	6	adjektiv, ulik m/f	mindre
4320	667	1	adjektiv, ulik m/f	liten
4321	667	2	adjektiv, ulik m/f	lita
4322	667	3	adjektiv, ulik m/f	lite
4323	667	4	adjektiv, ulik m/f	lille
4324	667	5	adjektiv, ulik m/f	små
4325	667	6	adjektiv, ulik m/f	-
4326	667	8	adjektiv, ulik m/f	-
4327	667	7	adjektiv, ulik m/f	-
4328	667A	1	adjektiv, ulik m/f	liten
4329	667A	2	adjektiv, ulik m/f	liten
4330	667A	3	adjektiv, ulik m/f	lite
4331	667A	4	adjektiv, ulik m/f	lille
4332	667A	5	adjektiv, ulik m/f	små
4333	667A	6	adjektiv, ulik m/f	-
4334	667A	7	adjektiv, ulik m/f	-
4335	667A	8	adjektiv, ulik m/f	-
4336	668	7	adjektiv, ulik m/f	-
4337	668	8	adjektiv, ulik m/f	-
4338	668	6	adjektiv, ulik m/f	-
4339	668	5	adjektiv, ulik m/f	små
4340	668	4	adjektiv, ulik m/f	lille
4341	668	3	adjektiv, ulik m/f	smått
4342	668	2	adjektiv, ulik m/f	lita
4343	668	1	adjektiv, ulik m/f	liten
4344	668A	8	adjektiv, ulik m/f	-
4345	668A	7	adjektiv, ulik m/f	-
4346	668A	6	adjektiv, ulik m/f	-
4347	668A	5	adjektiv, ulik m/f	små
4348	668A	4	adjektiv, ulik m/f	lille
4349	668A	3	adjektiv, ulik m/f	smått
4350	668A	2	adjektiv, ulik m/f	liten
4351	668A	1	adjektiv, ulik m/f	liten
4352	669	8	adjektiv, ulik m/f	minste
4353	669	7	adjektiv, ulik m/f	minst
4354	669	6	adjektiv, ulik m/f	mindre
4355	669	5	adjektiv, ulik m/f	små
4356	669	4	adjektiv, ulik m/f	vesle
4357	669	3	adjektiv, ulik m/f	lite
4358	669	1	adjektiv, ulik m/f	liten
4359	669	2	adjektiv, ulik m/f	lita
4360	669A	2	adjektiv, ulik m/f	lita
4361	669A	3	adjektiv, ulik m/f	smått
4362	669A	4	adjektiv, ulik m/f	vesle
4363	669A	5	adjektiv, ulik m/f	små
4364	669A	6	adjektiv, ulik m/f	mindre
4365	669A	7	adjektiv, ulik m/f	minst
4366	669A	8	adjektiv, ulik m/f	minste
4367	669A	1	adjektiv, ulik m/f	liten
4368	670	3	adjektiv, ulik m/f	lite
4369	670	4	adjektiv, ulik m/f	vesle
4370	670	5	adjektiv, ulik m/f	små
4371	670	6	adjektiv, ulik m/f	mindre
4372	670	7	adjektiv, ulik m/f	minst
4373	670	8	adjektiv, ulik m/f	minste
4374	670	2	adjektiv, ulik m/f	liten
4375	670	1	adjektiv, ulik m/f	liten
4376	670A	4	adjektiv, ulik m/f	vesle
4377	670A	8	adjektiv, ulik m/f	minste
4378	670A	7	adjektiv, ulik m/f	minst
4379	670A	6	adjektiv, ulik m/f	mindre
4380	670A	5	adjektiv, ulik m/f	små
4381	670A	3	adjektiv, ulik m/f	smått
4382	670A	2	adjektiv, ulik m/f	liten
4383	670A	1	adjektiv, ulik m/f	liten
4384	671	4	adjektiv, ulik m/f	vesle
4385	671	5	adjektiv, ulik m/f	små
4386	671	6	adjektiv, ulik m/f	-
4387	671	7	adjektiv, ulik m/f	-
4388	671	8	adjektiv, ulik m/f	-
4389	671	3	adjektiv, ulik m/f	lite
4390	671	1	adjektiv, ulik m/f	liten
4391	671	2	adjektiv, ulik m/f	lita
4392	671A	4	adjektiv, ulik m/f	vesle
4393	671A	8	adjektiv, ulik m/f	-
4394	671A	7	adjektiv, ulik m/f	-
4395	671A	6	adjektiv, ulik m/f	-
4396	671A	5	adjektiv, ulik m/f	små
4397	671A	3	adjektiv, ulik m/f	smått
4398	671A	2	adjektiv, ulik m/f	lita
4399	671A	1	adjektiv, ulik m/f	liten
4400	672	2	adjektiv, ulik m/f	liten
4401	672	1	adjektiv, ulik m/f	liten
4402	672	4	adjektiv, ulik m/f	vesle
4403	672	5	adjektiv, ulik m/f	små
4404	672	6	adjektiv, ulik m/f	-
4405	672	3	adjektiv, ulik m/f	lite
4406	672	7	adjektiv, ulik m/f	-
4407	672	8	adjektiv, ulik m/f	-
4408	672A	5	adjektiv, ulik m/f	små
4409	672A	8	adjektiv, ulik m/f	-
4410	672A	3	adjektiv, ulik m/f	smått
4411	672A	2	adjektiv, ulik m/f	liten
4412	672A	1	adjektiv, ulik m/f	liten
4413	672A	4	adjektiv, ulik m/f	vesle
4414	672A	7	adjektiv, ulik m/f	-
4415	672A	6	adjektiv, ulik m/f	-
4416	674	3	adjektiv, adverbtype	lengst
4417	674	1	adjektiv, adverbtype	lenge
4418	674	2	adjektiv, adverbtype	lengre
4419	675	1	adjektiv, adverbtype	
4420	675	2	adjektiv, adverbtype	ere
4421	675	3	adjektiv, adverbtype	est
4422	676	1	adjektiv, adverbtype	lenge
4423	676	2	adjektiv, adverbtype	lenger
4424	676	3	adjektiv, adverbtype	lengst
4425	677	1	adjektiv, adverbtype	
4426	677	2	adjektiv, adverbtype	re
4427	677	3	adjektiv, adverbtype	st
4428	678	1	adjektiv, adverbtype	gjerne
4429	678	2	adjektiv, adverbtype	heller
4430	678	3	adjektiv, adverbtype	helst
4431	679	1	adjektiv, adverbtype	titt
4432	679	2	adjektiv, adverbtype	tiere
4433	679	3	adjektiv, adverbtype	tiest
4434	686	1	adjektiv, adverbtype	
4435	686	2	adjektiv, adverbtype	mere
4436	686	3	adjektiv, adverbtype	mest
4437	689	1	adjektiv, adverbtype	langt
4438	689	2	adjektiv, adverbtype	lenger
4439	689	3	adjektiv, adverbtype	lengst
4440	690	1	adjektiv, adverbtype	
4441	690	2	adjektiv, adverbtype	ere
4442	690	3	adjektiv, adverbtype	st
4443	691	1	preposisjon	
4444	692	1	konjunksjon	
4445	693	1	subjunksjon	
4446	694	1	interjeksjon	
4447	695	1	adverb	
4448	696	1	subjunksjon	
4449	697	1	konjunksjon	
4450	698	1	subjunksjon	
4451	699	1	konjunksjon	
4452	700	1	substantiv	
4453	700	2	substantiv	en
4454	700	3	substantiv	er
4455	700	4	substantiv	ene
4456	701	1	substantiv	%
4457	701	2	substantiv	%-en
4458	701	3	substantiv	%-er
4459	701	4	substantiv	%-ene
4460	702	1	substantiv	
4461	702	2	substantiv	n
4462	702	3	substantiv	r
4463	702	4	substantiv	ne
4464	703	1	substantiv	é
4465	703	2	substantiv	een
4466	703	3	substantiv	eer
4467	703	4	substantiv	eene
4468	704	4	substantiv	a
4469	704	3	substantiv	
4470	704	1	substantiv	
4471	704	2	substantiv	en
4472	705	1	substantiv	os
4473	705	2	substantiv	osen
4474	705	3	substantiv	er
4475	705	4	substantiv	ene
4476	706	1	substantiv	os
4477	706	2	substantiv	osen
4478	706	3	substantiv	oer
4479	706	4	substantiv	oene
4480	707	2	substantiv	e%en
4481	707	4	substantiv	e%ene
4482	707	3	substantiv	e%er
4483	707	1	substantiv	é%
4484	709	1	substantiv	
4485	709	2	substantiv	en
4486	709	4	substantiv	ene
4487	709	3	substantiv	e
4488	711	1	substantiv	
4489	711	2	substantiv	en
4490	711	3	substantiv	er
4491	711	4	substantiv	ne
4492	712	1	substantiv	
4493	712	2	substantiv	en
4494	712	3	substantiv	e
4495	712	4	substantiv	ne
4496	713	1	substantiv	
4497	713	2	substantiv	en
4498	713	3	substantiv	
4499	713	4	substantiv	ne
4500	714	4	substantiv	%ene
4501	714	3	substantiv	%e
4502	714	1	substantiv	%a
4503	714	2	substantiv	%aen
4504	715	1	substantiv	
4505	715	2	substantiv	en
4506	715	3	substantiv	
4507	715	4	substantiv	ene
4508	716	1	substantiv	
4509	716	2	substantiv	n
4510	716	3	substantiv	
4511	716	4	substantiv	ne
4512	717	1	substantiv	er
4513	717	2	substantiv	eren
4514	717	3	substantiv	rer
4515	717	4	substantiv	rene
4516	718	3	substantiv	
4517	718	2	substantiv	-en
4518	718	4	substantiv	-ene
4519	718	1	substantiv	
4520	719	4	substantiv	%ene
4521	719	1	substantiv	%a
4522	719	2	substantiv	%aen
4523	719	3	substantiv	%er
4524	720	1	substantiv	e%
4525	720	2	substantiv	e%en
4526	720	3	substantiv	%er
4527	720	4	substantiv	%ene
4528	721	1	substantiv	++e%
4529	721	2	substantiv	++e%en
4530	721	3	substantiv	+%er
4531	721	4	substantiv	+%ene
4532	722	1	substantiv	e%
4533	722	2	substantiv	e%en
4534	722	3	substantiv	e%
4535	722	4	substantiv	%ene
4536	723	1	substantiv	e%
4537	723	2	substantiv	e%en
4538	723	3	substantiv	%e
4539	723	4	substantiv	%a
4540	724	1	substantiv	e%
4541	724	2	substantiv	e%en
4542	724	3	substantiv	%e
4543	724	4	substantiv	%ene
4544	725	1	substantiv	+
4545	725	2	substantiv	++en
4546	725	3	substantiv	++er
4547	725	4	substantiv	++ene
4548	726	1	substantiv	mmar
4549	726	2	substantiv	mmaren
4550	726	3	substantiv	mrer
4551	726	4	substantiv	mrene
4552	727	1	substantiv	un
4553	727	2	substantiv	unen
4554	727	3	substantiv	ner
4555	727	4	substantiv	nene
4556	728	1	substantiv	un
4557	728	2	substantiv	nen
4558	728	3	substantiv	ner
4559	728	4	substantiv	nene
4560	729	1	substantiv	a+
4561	729	2	substantiv	a+en
4562	729	3	substantiv	+er
4563	729	4	substantiv	+ene
4564	730	1	substantiv	us
4565	730	2	substantiv	en
4566	730	3	substantiv	er
4567	730	4	substantiv	ene
4568	731	1	substantiv	is
4569	731	2	substantiv	en
4570	731	3	substantiv	er
4571	731	4	substantiv	ene
4572	732	1	substantiv	is
4573	732	2	substantiv	isen
4574	732	3	substantiv	ider
4575	732	4	substantiv	idene
4576	733	1	substantiv	um
4577	733	2	substantiv	umen
4578	733	3	substantiv	er
4579	733	4	substantiv	ene
4580	734	1	substantiv	a
4581	734	2	substantiv	aen
4582	734	3	substantiv	er
4583	734	4	substantiv	ene
4584	735	1	substantiv	us
4585	735	2	substantiv	usen
4586	735	3	substantiv	ier
4587	735	4	substantiv	iene
4588	736	1	substantiv	um
4589	736	2	substantiv	en
4590	736	3	substantiv	er
4591	736	4	substantiv	ene
4592	737	1	substantiv	um
4593	737	2	substantiv	umen
4594	737	3	substantiv	a
4595	737	4	substantiv	aene
4596	738	1	substantiv	is
4597	738	2	substantiv	isen
4598	738	3	substantiv	ier
4599	738	4	substantiv	iene
4600	739	1	substantiv	is
4601	739	2	substantiv	isen
4602	739	3	substantiv	er
4603	739	4	substantiv	ene
4604	740	1	substantiv	
4605	740	2	substantiv	en
4606	740	3	substantiv	m
4607	740	4	substantiv	mene
4608	741	1	substantiv	
4609	741	2	substantiv	en
4610	741	4	substantiv	a
4611	741	3	substantiv	er
4612	742	1	substantiv	++e%
4613	742	2	substantiv	++e%en
4614	742	3	substantiv	+%e
4615	742	4	substantiv	+%ene
4616	747	4	substantiv	-
4617	747	3	substantiv	enfants terribles
4618	747	1	substantiv	enfant terrible
4619	747	2	substantiv	-
4620	748	1	substantiv	
4621	748	2	substantiv	n
4622	748	3	substantiv	s
4623	748	4	substantiv	ne
4624	749	1	substantiv	-
4625	749	2	substantiv	-
4626	749	3	substantiv	ere
4627	749	4	substantiv	erne
4628	750	3	substantiv	messieurs
4629	750	4	substantiv	messieursene
4630	750	1	substantiv	monsieur
4631	750	2	substantiv	monsieuren
4632	751	1	substantiv	o
4633	751	2	substantiv	oen
4634	751	3	substantiv	i
4635	751	4	substantiv	iene
4636	752	4	substantiv	charg%s d'affairesene
4637	752	1	substantiv	charg% d'affaires
4638	752	2	substantiv	charg% d'affairesen
4639	752	3	substantiv	charg%s d'affaires
4640	753	1	substantiv	us
4641	753	2	substantiv	usen
4642	753	3	substantiv	er
4643	753	4	substantiv	ene
4644	754	1	substantiv	
4645	754	2	substantiv	en
4646	754	3	substantiv	r
4647	754	4	substantiv	rne
4648	755	1	substantiv	o
4649	755	2	substantiv	oen
4650	755	3	substantiv	er
4651	755	4	substantiv	ene
4652	756	1	substantiv	us
4653	756	2	substantiv	usen
4654	756	3	substantiv	i
4655	756	4	substantiv	iene
4656	757	1	substantiv	us
4657	757	2	substantiv	usen
4658	757	3	substantiv	era
4659	757	4	substantiv	eraene
4660	759	1	substantiv	ks
4661	759	2	substantiv	ksen
4662	759	3	substantiv	ger
4663	759	4	substantiv	gene
4664	760	1	substantiv	bonde
4665	760	2	substantiv	bonden
4666	760	3	substantiv	bønder
4667	760	4	substantiv	bøndene
4668	761	1	substantiv	bror
4669	761	2	substantiv	broren
4670	761	3	substantiv	brødre
4671	761	4	substantiv	brødrene
4672	762	1	substantiv	far
4673	762	2	substantiv	faren
4674	762	3	substantiv	fedre
4675	762	4	substantiv	fedrene
4676	763	1	substantiv	o+
4677	763	2	substantiv	o+en
4678	763	3	substantiv	ø++er
4679	763	4	substantiv	ø++ene
4680	764	1	substantiv	mann
4681	764	2	substantiv	mannen
